1.45,1.45,1.44,1.44,1.43,1.42,1.4,1.38,1.35,1.34,1.33,1.3,1.27,1.21,1.2,1.16,1.13,1.1,1.06,1.05,1,0.9,0.82,0.61,0.49
1.57,1.57,1.56,1.56,1.55,1.53,1.5,1.48,1.45,1.43,1.41,1.38,1.35,1.27,1.26,1.21,1.17,1.14,1.09,1.08,1.02,0.91,0.82,0.6,0.48
1.65,1.64,1.63,1.62,1.62,1.59,1.57,1.54,1.5,1.48,1.46,1.43,1.39,1.31,1.29,1.23,1.2,1.16,1.11,1.1,1.04,0.91,0.82,0.6,0.48
1.81,1.8,1.79,1.78,1.77,1.74,1.7,1.66,1.62,1.59,1.57,1.52,1.47,1.38,1.35,1.29,1.24,1.2,1.15,1.13,1.06,0.92,0.82,0.59,0.47
1.95,1.95,1.93,1.91,1.9,1.86,1.82,1.77,1.71,1.68,1.65,1.6,1.54,1.43,1.4,1.33,1.28,1.24,1.17,1.15,1.08,0.93,0.82,0.59,0.47
2.08,2.07,2.05,2.04,2.02,1.97,1.92,1.86,1.79,1.76,1.73,1.66,1.6,1.47,1.44,1.36,1.31,1.26,1.19,1.17,1.09,0.94,0.83,0.58,0.46
2.42,2.41,2.37,2.34,2.31,2.24,2.16,2.07,1.98,1.93,1.89,1.8,1.71,1.56,1.52,1.43,1.36,1.31,1.23,1.21,1.12,0.95,0.83,0.58,0.46
2.61,2.59,2.55,2.51,2.47,2.38,2.28,2.17,2.07,2.01,1.96,1.86,1.77,1.6,1.56,1.45,1.39,1.33,1.25,1.22,1.13,0.96,0.83,0.58,0.46
3.08,3.05,2.97,2.92,2.85,2.71,2.55,2.4,2.25,2.18,2.11,1.99,1.87,1.67,1.62,1.5,1.43,1.36,1.28,1.25,1.15,0.96,0.83,0.58,0.46
3.34,3.3,3.2,3.13,3.05,2.87,2.69,2.51,2.34,2.26,2.18,2.04,1.91,1.7,1.65,1.52,1.45,1.38,1.29,1.26,1.16,0.97,0.84,0.58,0.46
3.87,3.81,3.64,3.54,3.42,3.16,2.91,2.68,2.47,2.38,2.29,2.12,1.98,1.74,1.69,1.55,1.47,1.4,1.3,1.27,1.17,0.97,0.84,0.58,0.46
4.66,4.54,4.25,4.07,3.88,3.51,3.17,2.87,2.61,2.5,2.39,2.21,2.04,1.78,1.73,1.58,1.49,1.42,1.32,1.29,1.18,0.98,0.84,0.58,0.46
5.49,5.29,4.82,4.55,4.28,3.78,3.35,3,2.7,2.58,2.46,2.26,2.08,1.81,1.75,1.6,1.51,1.43,1.32,1.29,1.18,0.98,0.84,0.57,0.46
5.91,5.67,5.09,4.77,4.45,3.89,3.42,3.05,2.74,2.61,2.49,2.27,2.1,1.81,1.76,1.6,1.51,1.43,1.33,1.3,1.19,0.98,0.84,0.58,0.46
6.86,6.46,5.61,5.17,4.77,4.08,3.54,3.13,2.79,2.65,2.52,2.3,2.12,1.83,1.77,1.61,1.52,1.44,1.33,1.3,1.19,0.98,0.84,0.58,0.45
7.75,7.17,6.03,5.48,5,4.21,3.63,3.18,2.83,2.68,2.55,2.32,2.13,1.84,1.77,1.61,1.52,1.44,1.34,1.3,1.19,0.98,0.84,0.58,0.46
8.1,7.44,6.18,5.59,5.08,4.26,3.65,3.2,2.84,2.69,2.56,2.33,2.14,1.84,1.78,1.62,1.52,1.44,1.34,1.3,1.19,0.98,0.84,0.58,0.45
9.83,8.72,6.82,6.03,5.38,4.42,3.75,3.25,2.88,2.72,2.59,2.35,2.15,1.85,1.79,1.62,1.53,1.45,1.34,1.31,1.19,0.98,0.84,0.57,0.46
