#Calibration data
#date and time: 31/07/19-15:47
#exposure time: 100.0ms[100.0]
0.0,24.476934014705545,30.363921781479824,34.92354723915291,38.79454035375629,42.2415248990722,45.380286863345724,48.28608134246728,51.01022027479105,53.58210875932371,56.02870923366953,58.360999422370874,60.597811606499064,62.74907316077126,64.82318518333044,66.82734065170914,68.7677709638243,70.64772989576589,72.47181600015918,74.24610534639723,75.97332803412354,77.65272653583848,79.29273875826807,80.88960223943393,82.45134245238013,83.9739278110936,85.46522850803186,86.92093424357076,88.34657181823704,89.74416097079542,91.10976372893182,92.44925680631894,93.76358809250584,95.05308437597853,96.3160869457436,97.55654076109323,98.77514670492968,99.97258955154781,101.1495384514555,102.30664731958001,103.44455514084589,104.56310711112398,105.66376022569993,106.74730892291102,107.8143229175277,108.86535769261079,109.90095453542212,110.92164056077638,111.92792872694375,112.91994041587252,113.89780695543595,114.86255331794455,115.81464722763818,116.75454229437358,117.6826780430541,118.59947995406472,119.50535951575665,120.40071428966404,121.28462114537301,122.15758448619678,123.02104734162539,123.87536295007791,124.72087099366448,125.55738793485448,126.38322837583553,127.20115874954479,128.01147578210737,128.81446323405723,129.60777203529653,130.39352883600876,131.17273112850862,131.94562174894622,132.70914847428543,133.46651382872216,134.21825317930256,134.96312782636818,135.700470417161,136.43281328318128,137.1599690967701,137.87897306374114,138.59354625044227,139.30384166927394,140.00611602856836,140.70442291352487,141.39884408667223,142.08572548999277,142.76915085602678,143.44850935009688,144.12137002725459,144.79118509443617,145.45632067632485,146.11637159078774,146.77373917035825,147.42547024142021,148.07381680249276,148.71914612500166,149.35892114429606,149.99656844122427,150.62968311492088,151.25941899138678,151.88671612821034,152.50894681976732,153.12950347597248,153.7457341360436,154.35936967739102,154.97034726527988,155.57742853754382,156.1831960589668,156.78421818958077,157.38394636167124,157.98026253652856,158.574282654113,159.16607184178758,159.75470368464923,160.34214332383743,160.92569564749914,161.50846550007603,162.08773278231786,162.66583601033994,163.24127797792784,163.81499429423832,164.38678338044664,164.95638332345382,165.52469100617898,166.09043643220053,166.65543335976596,167.2175779372781,167.77933906754203,168.33822376458235,168.89669985456263,169.45278208295488,170.0082055158613,170.56165394639729,171.11425077891232,171.66523394583098,172.21522441763236,172.76391087174517,173.31150992187773,173.85806838924242,174.40348618066463,174.9480857271762,175.49152818096434,176.034338383266,176.57600772412601,177.11719884728504,177.65729416220748,178.19703734464127,178.73575515672997,179.27422260291192,179.81175746263406,180.34912264416084,180.88566774050187,181.42210560615493,181.95785340042121,182.4935405959146,183.02868348120944,183.56379857937702,184.09852956909455,184.63325121044988,185.16776676036804,185.70228146286513,186.23677467298552,186.7712788198418,187.30593851260687,187.84063193502084,188.37565019913555,188.9107370570093,189.446309560455,189.98199927966309,190.5183256007696,191.05483387364487,191.5921178517525,192.12966770820466,192.6681178155895,193.20694077310975,193.74677051001194,194.28710781176008,194.82853612652698,195.37064007776132,195.91389181432157,196.4580272286372,197.00333360373577,197.54977937193723,198.09737848481024,198.6464292807912,199.19656665822845,199.7485347979832,200.30146397803142,200.85668144991786,201.41266460781415,201.97148529445943,202.53079391476666,203.09359602959503,203.65688548802802,204.22370039325557,204.79150770119713,205.36252588848885,205.93530687182732,206.5108448725951,207.0890911735075,207.66947905388798,208.25372202420513,208.83930444554488,209.4301194640233,210.02219838498883,210.61926810068192,211.21882588101525,211.8222236942579,212.42997897270618,213.04012046278967,213.65685701525712,214.2757901180084,214.90075322200917,215.52997521569188,216.16306458349663,216.80357473887784,217.44728907366564,218.09819826261108,218.75492962337213,219.41560684455,220.08663554231666,220.7624023741713,221.4444424723205,222.13683358190212,222.83511421151434,223.5412876899064,224.25899165444648,224.98410268629573,225.71754604892487,226.46548795822022,227.22281112113862,227.99019898386604,228.77144507721331,229.56772508355465,230.3769177880494,231.20011289852982,232.03920755571704,232.89958203034902,233.7781085219345,234.67650639264318,235.59672804330592,236.54099452156223,237.51183743042938,238.5121484004048,239.54523767066078,240.61490367657072,241.72551597995127,242.88211442828765,244.09052811937872,245.35751861608543,246.69095294978186,248.11094027857928,249.62944692732518,251.26637832467537,253.05548232727287,255.0
